external_id;name;cycle;area;subarea;country;district;city;campus;duration;ects;modality;regime;language;annual_fee;monthly_fee;enrollment_fee;months_per_year;total_estimate;exams;min_grade;access_routes;career_paths;degree_awarded;qualification_level;qnq_level;eqf_level;accreditation_status;accreditation_entity;accreditation_valid_until;dges_registration;cnaef_code;vacancies;numerus_clausus;scholarships;payment_options;source_url;public_url;description;partners;employment_rate;completion_rate;student_profile;teaching_method;target_audience;student_housing;active;hide_course;hide_price;public_listing;candidaturas
UAC-BIO;Licenciatura em Biologia (Universidade dos Açores);Licenciatura;Ciências Naturais;Biologia;Portugal;Ilha de São Miguel;Ponta Delgada;Ponta Delgada;6 Semestres;180;Presencial;Diurno;Português;697;69,7;;10;2091;(Biologia e Geologia) ou (Física e Química) ou (Biologia e Geologia e Geografia) ou (Biologia e Geologia e Física e Química) ou (Biologia e Geologia e Matemática);9,5;"Concurso Nacional de Acesso; Concursos especiais; Titulares de CTeSP; Titulares de outros cursos superiores";"Biólogo; Técnico de conservação da natureza";Licenciado em Biologia;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;0160/9011;421;34;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado;https://www.uac.pt;https://www.uac.pt;Licenciatura em Biologia com enfoque em ecossistemas atlânticos e insulares.;;;;Estudante com interesse pelas ciências da vida, observação da natureza e investigação biológica.;Ensino presencial com aulas teóricas, práticas laboratoriais e trabalho de campo, valorizando a biodiversidade insular e os ecossistemas dos Açores.;Candidatos que pretendam carreiras em investigação, conservação da natureza, ambiente ou ensino na área da biologia.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Concursos especiais|Fase única||; Titulares de CTeSP|Fase única||; Titulares de outros cursos superiores|Fase única||"
UAC-GEST;Licenciatura em Gestão (Universidade dos Açores);Licenciatura;Gestão e Administração;Gestão;Portugal;Ilha de São Miguel;Ponta Delgada;Ponta Delgada;6 Semestres;180;Presencial;Diurno;Português;697;69,7;;10;2091;(Economia) ou (Português) ou (Matemática e Português) ou (Economia e Matemática) ou (Economia e Português);9,5;"Concurso Nacional de Acesso; Concursos especiais; Titulares de CTeSP; Titulares de outros cursos superiores";"Gestor; Técnico administrativo; Empreendedor";Licenciado em Gestão;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;0170/9147;345;50;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento anual ou fracionado;https://www.uac.pt;https://www.uac.pt;Licenciatura em Gestão vocacionada para contextos económicos regionais e insulares.;;;;Estudante com interesse pela gestão de organizações, capacidade analítica e orientação para a tomada de decisão.;Ensino presencial com aulas teóricas e práticas em gestão, contabilidade, marketing e finanças, complementadas por estudo de casos.;Candidatos que pretendam carreiras em gestão de empresas, administração, finanças ou empreendedorismo.;;1;0;1;1;"Concurso Nacional de Acesso|1.ª fase|2026-07-20|2026-08-06; Concurso Nacional de Acesso|2.ª fase|2026-08-24|2026-09-02; Concurso Nacional de Acesso|3.ª fase|2026-09-22|2026-09-24; Concursos especiais|Fase única||; Titulares de CTeSP|Fase única||; Titulares de outros cursos superiores|Fase única||"
UE-ECO;Licenciatura em Economia (Universidade Europeia);Licenciatura;Ciências Empresariais;Economia;Portugal;Lisboa;Lisboa;Lisboa;3 anos;180;Presencial;Diurno;Português;;;;10;;"Matemática A; Português";;"Concurso institucional; Concursos especiais; Estudante internacional; Titulares de CTeSP; Titulares de outros cursos superiores";"Economista; Analista financeiro; Consultor";Licenciado em Economia;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;4350/9081;314;36;;"Bolsas próprias; Bolsas Parceiro; Bolsas de mérito";Pagamento anual ou fracionado em mensalidades;https://www.europeia.pt/licenciaturas/;https://www.europeia.pt/cursos-presenciais/;Licenciatura em Economia da Universidade Europeia, integrada na área de Gestão e Ciências Empresariais.;;;;Estudante com interesse pela análise económica, mercados e políticas públicas, e aptidão para o raciocínio quantitativo.;Ensino presencial em instituição de ensino superior privado, com aulas teóricas e práticas e forte ligação ao mundo empresarial.;Candidatos que pretendam carreiras em economia, análise financeira, consultoria ou setor público, em regime presencial privado.;;1;0;1;1;"Concurso institucional|Fase contínua||; Concursos especiais|Fase única||; Estudante internacional|Fase única||; Titulares de CTeSP|Fase única||; Titulares de outros cursos superiores|Fase única||"
UE-GEST;Licenciatura em Gestão (Universidade Europeia);Licenciatura;Gestão e Administração;Gestão;Portugal;Lisboa;Lisboa;Lisboa;3 anos;180;Presencial;Diurno;Português;;;;10;;"Economia; Matemática A";;"Concurso institucional; Concursos especiais; Estudante internacional; Titulares de CTeSP; Titulares de outros cursos superiores";"Gestor; Técnico administrativo; Consultor de gestão";Licenciado em Gestão;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;4350/9147;345;195;;"Bolsas próprias; Bolsas Parceiro; Bolsas de mérito";Pagamento anual ou fracionado em mensalidades;https://www.europeia.pt/licenciaturas/;https://www.europeia.pt/oferta-formativa-europeia/;Licenciatura em Gestão com foco em competências de liderança, finanças, marketing e operações.;;;;Estudante com interesse pela gestão de organizações e orientação para a tomada de decisão e liderança.;Ensino presencial em instituição de ensino superior privado, com aulas teóricas e práticas e ligação ao tecido empresarial.;Candidatos que pretendam carreiras em gestão de empresas, administração ou empreendedorismo, em regime presencial privado.;;1;0;1;1;"Concurso institucional|Fase contínua||; Concursos especiais|Fase única||; Estudante internacional|Fase única||; Titulares de CTeSP|Fase única||; Titulares de outros cursos superiores|Fase única||"
UE-NUT;Licenciatura em Ciências da Nutrição (Universidade Europeia);Licenciatura;Saúde;Dietética e Nutrição;Portugal;Lisboa;Lisboa;Lisboa;4 anos;240;Presencial;Diurno;Português;;;;10;;"Biologia e Geologia; Física e Química A";;"Concurso institucional; Concursos especiais; Estudante internacional; Titulares de CTeSP; Titulares de outros cursos superiores";"Nutricionista; Técnico de alimentação coletiva; Consultor em nutrição";Licenciado em Ciências da Nutrição;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;4350/9554;726;34;;"Bolsas próprias; Bolsas Parceiro; Bolsas de mérito";Pagamento anual ou fracionado em mensalidades;https://www.europeia.pt/cursos-presenciais/;https://www.europeia.pt/cursos-presenciais/;Licenciatura em Ciências da Nutrição na área de Ciências da Saúde da Universidade Europeia.;;;;Estudante com interesse pelas ciências da saúde, alimentação e bem-estar, e aptidão para as ciências biológicas.;Ensino presencial em instituição de ensino superior privado, com componente teórica em ciências da saúde e prática laboratorial e clínica em nutrição.;Candidatos que pretendam exercer como nutricionistas em contexto clínico, comunitário, desportivo ou da indústria alimentar.;;1;0;1;1;"Concurso institucional|Fase contínua||; Concursos especiais|Fase única||; Estudante internacional|Fase única||; Titulares de CTeSP|Fase única||; Titulares de outros cursos superiores|Fase única||"
ATL-GEST;Licenciatura em Gestão de Empresas (Atlântica – Instituto Universitário);Licenciatura;Gestão e Administração;Gestão de Empresas;Portugal;Lisboa;Oeiras;Barcarena;3 anos;180;Presencial;Diurno;Português;;;;10;;"Economia; Matemática";;"Concurso institucional; Concursos especiais; Maiores de 23; Titulares de CTeSP; Titulares de outros cursos superiores";"Gestor; Técnico administrativo; Empreendedor";Licenciado em Gestão de Empresas;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;02/05/2025;9147;345;15;;"Bolsas próprias; Bolsas de mérito";Pagamento anual ou fracionado em mensalidades;https://uatlantica.pt;https://uatlantica.pt;Licenciatura em Gestão de Empresas lecionada na Atlântica, em Barcarena (Oeiras).;;;;Estudante com interesse pela gestão de empresas, capacidade analítica e orientação para resultados.;Ensino presencial em instituto universitário privado, com regimes diurno e pós-laboral, combinando aulas teóricas e práticas em gestão.;Candidatos que pretendam carreiras em gestão, administração e empreendedorismo, incluindo trabalhadores-estudantes (regime pós-laboral).;;1;0;1;1;"Concurso institucional|Fase contínua||; Concursos especiais|Fase única||; Maiores de 23 anos|Fase única||; Titulares de CTeSP|Fase única||; Titulares de outros cursos superiores|Fase única||"
ATL-ENGIND;Licenciatura em Engenharia Industrial (Atlântica – Instituto Universitário);Licenciatura;Engenharia e Técnicas Afins;Engenharia Industrial;Portugal;Lisboa;Oeiras;Barcarena;3 anos;180;Presencial;Diurno;Português;;;;10;;"Matemática A; Física e Química A";;"Concurso institucional; Concursos especiais; Maiores de 23; Titulares de CTeSP; Titulares de outros cursos superiores";"Engenheiro industrial; Gestor de operações";Licenciado em Engenharia Industrial;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;;521;;;"Bolsas próprias; Bolsas de mérito";Pagamento anual ou fracionado em mensalidades;https://uatlantica.pt;https://uatlantica.pt;Licenciatura em Engenharia Industrial integrada na área de Tecnologias e Engenharia da Atlântica.;;;;Estudante com aptidão para matemática e física, interessado em processos produtivos, otimização e gestão de operações.;Ensino presencial em instituto universitário privado, com componente teórica e laboratorial em engenharia e gestão industrial.;Candidatos que pretendam carreiras em engenharia industrial, gestão de produção, logística e qualidade.;;1;0;1;1;"Concurso institucional|Fase contínua||; Concursos especiais|Fase única||; Maiores de 23 anos|Fase única||; Titulares de CTeSP|Fase única||; Titulares de outros cursos superiores|Fase única||"
ATL-ENF;Licenciatura em Enfermagem (Atlântica – Instituto Universitário / ESSATLA);Licenciatura;Saúde;Enfermagem;Portugal;Lisboa;Oeiras;Barcarena;4 anos;240;Presencial;Diurno;Português;;;;10;;Biologia e Geologia;;"Concurso institucional; Concursos especiais; Maiores de 23; Titulares de CTeSP; Titulares de outros cursos superiores";Enfermeiro de cuidados gerais;Licenciado em Enfermagem;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;4590/9500;723;22;;"Bolsas próprias; Bolsas de mérito";Pagamento anual ou fracionado em mensalidades;https://uatlantica.pt;https://uatlantica.pt;Licenciatura em Enfermagem ministrada na Escola Superior de Saúde Atlântica, unidade da Atlântica – Instituto Universitário.;;;;Estudante com vocação para o cuidado de pessoas, sólida preparação em ciências biológicas e boas competências relacionais.;Ensino presencial com forte componente de ensino clínico e estágios em instituições de saúde, alternando teoria e prática.;Candidatos que pretendam exercer enfermagem em contexto hospitalar, comunitário ou de cuidados continuados.;;1;0;1;1;"Concurso institucional|Fase contínua||; Concursos especiais|Fase única||; Maiores de 23 anos|Fase única||; Titulares de CTeSP|Fase única||; Titulares de outros cursos superiores|Fase única||"
ESAP-APINT;Licenciatura em Artes Plásticas e Intermédia (ESAP);Licenciatura;Artes e Multimédia;Artes Plásticas;Portugal;Porto;Porto;Porto;3 anos;180;Presencial;Diurno;Português;4515;451,5;216;10;13545;"Desenho; História da Cultura e das Artes";;"Concurso institucional; Concursos especiais; Maiores de 23";"Artista plástico; Mediador cultural; Professor de artes (com formação adicional)";Licenciado em Artes Plásticas e Intermédia;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;4010/9682;213;12;;"Bolsas próprias; Bolsas de mérito";Pagamento anual ou fracionado;https://esap.pt;https://esap.pt;Licenciatura em Artes Plásticas e Intermédia na Escola Superior Artística do Porto.;;;;Estudante com vocação artística, criatividade e domínio de competências de desenho e expressão visual.;Ensino presencial de natureza artística, baseado em ateliê e projeto, com prática de desenho, pintura, escultura e linguagens intermédia, complementado por enquadramento teórico e crítico.;Candidatos que pretendam uma carreira nas artes plásticas, criação artística contemporânea e práticas intermédia.;;1;0;1;1;"Concurso institucional|Fase contínua||; Concursos especiais|Fase única||; Maiores de 23 anos|Fase única||"
ESAP-FOTO;Licenciatura em Artes Visuais – Fotografia (ESAP);Licenciatura;Artes e Multimédia;Fotografia;Portugal;Porto;Porto;Porto;3 anos;180;Presencial;Diurno;Português;4872;487,2;216;10;14616;"Desenho; História da Cultura e das Artes";;"Concurso institucional; Concursos especiais; Maiores de 23";"Fotógrafo autoral; Técnico de imagem; Produtor de conteúdos visuais";Licenciado em Artes Visuais – Fotografia;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;4010/9683;213;21;;"Bolsas próprias; Bolsas de mérito";Pagamento anual ou fracionado;https://esap.pt;https://esap.pt;Licenciatura em Fotografia com forte componente artística e de projeto.;;;;Estudante com sensibilidade visual, criatividade e interesse pela fotografia e pela imagem como meio de expressão.;Ensino presencial de natureza artística, com prática de estúdio e laboratório fotográfico, projeto autoral e enquadramento teórico em história e teoria da imagem.;Candidatos que pretendam uma carreira em fotografia artística, documental, comercial ou autoral.;;1;0;1;1;"Concurso institucional|Fase contínua||; Concursos especiais|Fase única||; Maiores de 23 anos|Fase única||"
ESAP-BD;Licenciatura em Banda Desenhada e Narrativas Gráficas (ESAP);Licenciatura;Artes e Multimédia;Ilustração e BD;Portugal;Porto;Porto;Porto;3 anos;180;Presencial;Diurno;Português;4599;459,9;216;10;13797;"Desenho; História da Cultura e das Artes";;"Concurso institucional; Concursos especiais; Maiores de 23";"Autor de banda desenhada; Ilustrador; Criador de narrativas gráficas";Licenciado em Banda Desenhada e Narrativas Gráficas;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;4010/L356;213;17;;"Bolsas próprias; Bolsas de mérito";Pagamento anual ou fracionado;https://esap.pt;https://esap.pt;Licenciatura dedicada à criação de banda desenhada e narrativas visuais sequenciais.;;;;Estudante com aptidão para o desenho, capacidade narrativa e interesse pela banda desenhada e ilustração.;Ensino presencial de natureza artística, baseado em ateliê e projeto, com prática de desenho, narrativa gráfica e ilustração, complementado por enquadramento teórico.;Candidatos que pretendam uma carreira em banda desenhada, ilustração, narrativas gráficas e edição.;;1;0;1;1;"Concurso institucional|Fase contínua||; Concursos especiais|Fase única||; Maiores de 23 anos|Fase única||"
ESAI-GESTIMOB;Licenciatura em Gestão Imobiliária (Escola Superior de Atividades Imobiliárias);Licenciatura;Gestão e Administração;Gestão Imobiliária;Portugal;Lisboa;Lisboa;Lisboa;3 anos;180;Presencial;Pós-laboral;Português;;;;10;;"Matemática Aplicada às Ciências Sociais; Economia; Português";;"Concurso institucional; Maiores de 23; Titulares de CTeSP; Titulares de outros cursos superiores";"Gestor imobiliário; Consultor imobiliário; Perito avaliador";Licenciado em Gestão Imobiliária;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;4020/9174;345;35;;"Bolsas próprias; Bolsas de mérito";Pagamento anual ou fracionado em mensalidades;https://www.esai.pt;https://www.esai.pt;Licenciatura especializada em gestão e mediação imobiliária, lecionada em regime pós‑laboral.;;;;Estudante com interesse pela gestão, mercados imobiliários e relação com clientes.;Ensino presencial em escola superior privada especializada, com aulas teóricas e práticas e ligação ao setor imobiliário.;Candidatos que pretendam carreiras em mediação, gestão e administração imobiliária.;;1;0;1;1;"Concurso institucional|Fase contínua||; Maiores de 23 anos|Fase única||; Titulares de CTeSP|Fase única||; Titulares de outros cursos superiores|Fase única||"
ESAI-GESTCONST;Licenciatura em Gestão da Construção Imobiliária (ESAI);Licenciatura;Engenharia e Técnicas Afins;Gestão da Construção;Portugal;Lisboa;Lisboa;Lisboa;3 anos;180;Presencial;Pós-laboral;Português;;;;10;;"Matemática; Física e Química";;"Concurso institucional; Maiores de 23; Titulares de CTeSP; Titulares de outros cursos superiores";"Gestor de empreendimentos imobiliários; Técnico de obra";Licenciado em Gestão da Construção Imobiliária;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;;582;;;"Bolsas próprias; Bolsas de mérito";Pagamento anual ou fracionado em mensalidades;https://www.esai.pt;https://www.esai.pt;Licenciatura focada na gestão técnica e económica de projetos de construção imobiliária.;;;;Estudante com aptidão para matemática e física e interesse pela construção e gestão de obra.;Ensino presencial em escola superior privada especializada, combinando gestão e técnicas de construção civil.;Candidatos que pretendam carreiras em gestão da construção, promoção imobiliária e direção de obra.;;1;0;1;1;"Concurso institucional|Fase contínua||; Maiores de 23 anos|Fase única||; Titulares de CTeSP|Fase única||; Titulares de outros cursos superiores|Fase única||"
ESAI-AVALIACAO;Licenciatura em Avaliação Imobiliária (ESAI);Licenciatura;Gestão e Administração;Avaliação Imobiliária;Portugal;Lisboa;Lisboa;Lisboa;3 anos;180;Presencial;Pós-laboral;Português;;;;10;;"Matemática; Economia";;"Concurso institucional; Maiores de 23; Titulares de CTeSP; Titulares de outros cursos superiores";"Perito avaliador; Consultor de investimento imobiliário";Licenciado em Avaliação Imobiliária;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;;345;;;"Bolsas próprias; Bolsas de mérito";Pagamento anual ou fracionado em mensalidades;https://www.esai.pt;https://www.esai.pt;Licenciatura centrada na avaliação de ativos imobiliários e análise de investimento.;;;;Estudante com aptidão para o raciocínio quantitativo e interesse pela avaliação de ativos imobiliários.;Ensino presencial em escola superior privada especializada, com aulas teóricas e práticas focadas na avaliação de imóveis.;Candidatos que pretendam carreiras em avaliação imobiliária, peritagem e consultoria do setor.;;1;0;1;1;"Concurso institucional|Fase contínua||; Maiores de 23 anos|Fase única||; Titulares de CTeSP|Fase única||; Titulares de outros cursos superiores|Fase única||"
ESEJD-EB;Licenciatura em Educação Básica (Escola Superior de Educação de João de Deus);Licenciatura;Educação;Educação Básica;Portugal;Lisboa;Lisboa;Lisboa;3 anos;180;Presencial;Diurno;Português;;;;10;;"Português; História";;"Concurso institucional; Concursos especiais; Maiores de 23";"Técnico de educação; Prosseguimento para mestrados em ensino";Licenciado em Educação Básica;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;4080/9853;142;31;;"Bolsas próprias; Bolsas de mérito";Pagamento anual ou fracionado;https://www.esejd.pt;https://www.esejd.pt;Licenciatura em Educação Básica de orientação humanista e pedagógica inspirada em João de Deus.;;;;Estudante com vocação para o ensino, gosto pelo trabalho com crianças e boas competências de comunicação.;Ensino presencial em escola superior de educação privada, articulando formação teórica em ciências da educação com prática pedagógica e estágios.;Candidatos que pretendam prosseguir para mestrado em ensino e exercer como educadores/professores do ensino básico.;;1;0;1;1;"Concurso institucional|Fase contínua||; Concursos especiais|Fase única||; Maiores de 23 anos|Fase única||"
ESEJD-EPE;Licenciatura em Educação de Infância (ESE João de Deus);Licenciatura;Educação;Educação de Infância;Portugal;Lisboa;Lisboa;Lisboa;3 anos;180;Presencial;Diurno;Português;;;;10;;"Português; História";;"Concurso institucional; Concursos especiais; Maiores de 23";Educador de infância;Licenciado em Educação de Infância;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;;142;;;"Bolsas próprias; Bolsas de mérito";Pagamento anual ou fracionado;https://www.esejd.pt;https://www.esejd.pt;Licenciatura em Educação de Infância com forte componente de prática pedagógica.;;;;Estudante com vocação para a educação de infância, gosto pelo trabalho com crianças pequenas e boas competências relacionais.;Ensino presencial em escola superior de educação privada, articulando formação teórica em ciências da educação com prática pedagógica e estágios no contexto da educação de infância.;Candidatos que pretendam prosseguir para mestrado em educação pré-escolar e exercer como educadores de infância.;;1;0;1;1;"Concurso institucional|Fase contínua||; Concursos especiais|Fase única||; Maiores de 23 anos|Fase única||"
ESEJD-EDBASINF;Licenciatura em Educação Básica e Educação de Infância (regime bietápico) (ESE João de Deus);Licenciatura;Educação;Educação Básica;Portugal;Lisboa;Lisboa;Lisboa;4 anos;240;Presencial;Diurno;Português;;;;10;;"Português; História";;"Concurso institucional; Concursos especiais; Maiores de 23";Educador e técnico de educação com formação integrada;Licenciado em Educação Básica e Educação de Infância;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;;142;;;"Bolsas próprias; Bolsas de mérito";Pagamento anual ou fracionado;https://www.esejd.pt;https://www.esejd.pt;Ciclo de estudos que integra formação em Educação Básica e Educação de Infância numa via contínua.;;;;Estudante com vocação para o ensino e a educação de infância, gosto pelo trabalho com crianças e boas competências de comunicação.;Ensino presencial em regime bietápico numa escola superior de educação privada, articulando formação teórica em ciências da educação com prática pedagógica em educação básica e de infância.;Candidatos que pretendam uma formação abrangente em educação básica e de infância e prosseguir para mestrado em ensino.;;1;0;1;1;"Concurso institucional|Fase contínua||; Concursos especiais|Fase única||; Maiores de 23 anos|Fase única||"
ESESFM-ENF;Licenciatura em Enfermagem (Escola Superior de Enfermagem S. Francisco das Misericórdias);Licenciatura;Saúde;Enfermagem;Portugal;Lisboa;Lisboa;Lisboa;4 anos;240;Presencial;Diurno;Português;2940;245;;12;11760;Biologia e Geologia;9,5;"Concurso institucional; Maiores de 23; Titulares de cursos superiores; Titulares de CTeSP";Enfermeiro de cuidados gerais;Licenciado em Enfermagem;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;4096/9500;723;62;;"Bolsas próprias; Bolsas de mérito";"Pagamento em 12 mensalidades anuais; opção pagamento semestral";https://aenfermagemeasleis.pt/2019/06/06/estrutura-curricular-e-plano-de-estudos-da-licenciatura-em-enfermagem-da-esenfsfm/;https://esesfm.pt;Licenciatura em Enfermagem com 240 ECTS e 8 semestres, de inspiração humanista cristã. ;;;;Estudante com vocação para o cuidado de pessoas, sólida preparação em ciências biológicas e boas competências relacionais e de comunicação.;Ensino presencial com forte componente de ensino clínico e estágios em instituições de saúde, alternando teoria, prática laboratorial e prática clínica.;Candidatos que pretendam exercer enfermagem em contexto hospitalar, comunitário ou de cuidados continuados.;;1;0;1;1;"Concurso institucional|Fase contínua||; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
ESESFM-MESMP;Mestrado em Enfermagem de Saúde Mental e Psiquiátrica (Escola Superior de Enfermagem S. Francisco das Misericórdias);Mestrado;Saúde;Enfermagem;Portugal;Lisboa;Lisboa;Lisboa;2 anos;120;Presencial;Pós-laboral;Português;3240;270;300;12;5400;;;"Titulares do grau de licenciado ou equivalente; Detentores de currículo relevante";Enfermeiro especialista em Enfermagem de Saúde Mental e Psiquiátrica;Mestre em Enfermagem de Saúde Mental e Psiquiátrica;Nível 7;7;7;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;;723;;;"Bolsas próprias; Bolsas de mérito";"Pagamento em 12 mensalidades; opção fracionada";https://esesfm.pt;https://esesfm.pt;Mestrado em Enfermagem de Saúde Mental e Psiquiátrica da ESESFM, com título de enfermeiro especialista pela Ordem dos Enfermeiros.;;;;Enfermeiros licenciados que pretendem especializar-se em enfermagem de saúde mental e psiquiátrica, com interesse em intervenção terapêutica junto de pessoas e famílias com problemas de saúde mental.;Ensino presencial pós-laboral, com aulas teóricas, teórico-práticas e estágios/ensino clínico em contexto de cuidados de saúde mental e psiquiátricos. Inclui orientação tutorial e elaboração de relatório/dissertação final.;Titulares do grau de licenciado em Enfermagem (ou equivalente legal) com cédula profissional, que procuram aprofundar competências clínicas especializadas em saúde mental e psiquiátrica.;;1;0;1;1;"Titulares do grau de licenciado ou equivalente|Fase única||; Detentores de currículo relevante|Fase única||"
ESESFM-MER;Mestrado em Enfermagem de Reabilitação (Escola Superior de Enfermagem S. Francisco das Misericórdias);Mestrado;Saúde;Enfermagem;Portugal;Lisboa;Lisboa;Lisboa;2 anos;120;Presencial;Pós-laboral;Português;2940;245;295;12;4900;;;"Titulares do grau de licenciado ou equivalente; Detentores de currículo relevante";Enfermeiro especialista em Enfermagem de Reabilitação;Mestre em Enfermagem de Reabilitação;Nível 7;7;7;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;;723;;;"Bolsas próprias; Bolsas de mérito";"Pagamento em 12 mensalidades; opção fracionada";https://esesfm.pt;https://esesfm.pt;Mestrado em Enfermagem de Reabilitação da ESESFM, com título de enfermeiro especialista pela Ordem dos Enfermeiros.;;;;Enfermeiros licenciados com interesse na reabilitação da pessoa com necessidades especiais, défice funcional ou dependência, visando a promoção da autonomia e da funcionalidade.;Ensino presencial pós-laboral, articulando componentes teóricas e teórico-práticas com ensino clínico/estágio em serviços de reabilitação. Inclui orientação tutorial e relatório/dissertação final.;Titulares do grau de licenciado em Enfermagem (ou equivalente legal) com cédula profissional, que pretendem obter competências especializadas em enfermagem de reabilitação.;;1;0;1;1;"Titulares do grau de licenciado ou equivalente|Fase única||; Detentores de currículo relevante|Fase única||"
ESNA-GN;Licenciatura em Gestão e Negócios (Escola Superior de Negócios Atlântico);Licenciatura;Gestão e Administração;Gestão;Portugal;Porto;Vila Nova de Gaia;Valadares;3 anos;180;Presencial;Diurno;Português;;;;10;;"2 de: Economia; História; Matemática Aplicada às Ciências Sociais; Português";9,5;"Concurso institucional; Maiores de 23; Titulares de cursos superiores; Titulares de CTeSP";"Gestor; Empreendedor; Técnico administrativo";Licenciado em Gestão e Negócios;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;4141/9169;345;25;;"Bolsas próprias; Bolsas de mérito";Pagamento anual ou fracionado em mensalidades;https://www.abs.pt/licenciatura/;https://www.abs.pt/licenciatura/;Licenciatura de 6 semestres (180 ECTS) em Gestão e Negócios, ministrada na Atlântico Business School. ;;;;Estudantes interessados em gestão, economia e negócios, com capacidade analítica e orientação para a resolução de problemas.;Ensino presencial em gestão e negócios, combinando formação teórica em economia e gestão com aplicação prática.;Candidatos que pretendem trabalhar em gestão de empresas, áreas financeiras, comerciais e de administração.;;1;0;1;1;"Concurso institucional|Fase contínua||; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
ESNA-GN-EAD;Licenciatura em Gestão e Negócios (Ensino a Distância) (Escola Superior de Negócios Atlântico);Licenciatura;Gestão e Administração;Gestão;Portugal;Porto;Vila Nova de Gaia;Valadares;3 anos;180;Ensino a distância;Pós-laboral;Português;;;;;;"Duas de: Economia; História; Matemática Aplicada às Ciências Sociais; Português";9,5;"Concurso institucional; Concursos especiais (Maiores de 23); Titulares de cursos superiores; Titulares de CTeSP";"Gestor; Empreendedor; Consultor de negócios";Licenciado em Gestão e Negócios;Nível 6;6;6;Acreditado;A3ES – Agência de Avaliação e Acreditação do Ensino Superior;;;345;25;;"Bolsas de ação social (DGES); Bolsas de mérito";Pagamento fracionado em mensalidades;https://www.abs.pt/licenciatura/gestao-negocios-ensino-a-distancia/;https://www.abs.pt;Versão 100% online da licenciatura em Gestão e Negócios da Atlântico Business School (Escola Superior de Negócios Atlântico).;;;;Estudantes e profissionais que necessitam de flexibilidade total de horário e local, com autonomia de aprendizagem, interessados em gestão e negócios.;Ensino 100% online (a distância), organizado em 6 semestres (180 ECTS), com conteúdos em plataforma de e-learning, unidades curriculares de 6 ECTS, atividades assíncronas e avaliação orientada para projetos aplicados à gestão.;Trabalhadores-estudantes, residentes fora dos grandes centros ou no estrangeiro, titulares de CTeSP/CET e maiores de 23 anos que pretendem uma licenciatura em gestão totalmente online.;;1;0;1;1;"Concurso institucional|Fase contínua||; Maiores de 23 anos|Fase única||; Titulares de cursos superiores|Fase única||; Titulares de CTeSP|Fase única||"
